configurations,google pixel format, model format, energy_efficiency estimated
101111-3-1,[1- 0- 1- 1- 1- 1- 3- 1],0-1-0-1-1-0-1-1-1-1,11565153625.239925
022222-0-3,[0- 2- 2- 2- 2- 2- 0- 3],1-0-1-1-1-2-1-1-0-1,11563340505.03569
011111-1-1,[0- 1- 1- 1- 1- 1- 1- 1],0-0-1-1-1-0-1-1-1-1,11550189008.639412
011111-2-1,[0- 1- 1- 1- 1- 1- 2- 1],0-0-1-1-1-0-1-1-1-1,11550189008.639412
011111-3-1,[0- 1- 1- 1- 1- 1- 3- 1],0-0-1-1-1-0-1-1-1-1,11550189008.639412
002222-1-1,[0- 0- 2- 2- 2- 2- 1- 1],1-0-0-1-1-0-1-1-1-1,11548973482.789978
002222-2-1,[0- 0- 2- 2- 2- 2- 2- 1],1-0-0-1-1-0-1-1-1-1,11548973482.789978
002222-3-1,[0- 0- 2- 2- 2- 2- 3- 1],1-0-0-1-1-0-1-1-1-1,11548973482.789978
202202-1-2,[2- 0- 2- 2- 0- 2- 1- 2],1-1-0-1-1-1-0-1-1-1,11544514658.517773
202202-2-2,[2- 0- 2- 2- 0- 2- 2- 2],1-1-0-1-1-1-0-1-1-1,11544514658.517773
202202-3-2,[2- 0- 2- 2- 0- 2- 3- 2],1-1-0-1-1-1-0-1-1-1,11544514658.517773
110111-1-1,[1- 1- 0- 1- 1- 1- 1- 1],0-1-1-0-1-0-1-1-1-1,11543990778.350445
110111-2-1,[1- 1- 0- 1- 1- 1- 2- 1],0-1-1-0-1-0-1-1-1-1,11543990778.350445
110111-3-1,[1- 1- 0- 1- 1- 1- 3- 1],0-1-1-0-1-0-1-1-1-1,11543990778.350445
333303-1-1,[3- 3- 3- 3- 0- 3- 1- 1],2-1-1-1-1-0-0-1-1-1,11535873898.853025
333303-2-1,[3- 3- 3- 3- 0- 3- 2- 1],2-1-1-1-1-0-0-1-1-1,11535873898.853025
333303-3-1,[3- 3- 3- 3- 0- 3- 3- 1],2-1-1-1-1-0-0-1-1-1,11535873898.853025
202220-1-2,[2- 0- 2- 2- 2- 0- 1- 2],1-1-0-1-1-1-1-0-1-1,11527740137.425514
202220-2-2,[2- 0- 2- 2- 2- 0- 2- 2],1-1-0-1-1-1-1-0-1-1,11527740137.425514
202220-3-2,[2- 0- 2- 2- 2- 0- 3- 2],1-1-0-1-1-1-1-0-1-1,11527740137.425514
333333-3-0,[3- 3- 3- 3- 3- 3- 3- 0],2-1-1-1-1-2-1-1-1-0,11525636517.432905
222022-1-1,[2- 2- 2- 0- 2- 2- 1- 1],1-1-1-1-0-0-1-1-1-1,11511425183.990232
222022-2-1,[2- 2- 2- 0- 2- 2- 2- 1],1-1-1-1-0-0-1-1-1-1,11511425183.990232
222022-3-1,[2- 2- 2- 0- 2- 2- 3- 1],1-1-1-1-0-0-1-1-1-1,11511425183.990232
202222-0-3,[2- 0- 2- 2- 2- 2- 0- 3],1-1-0-1-1-2-1-1-0-1,11493822620.449335
002222-1-3,[0- 0- 2- 2- 2- 2- 1- 3],1-0-0-1-1-2-1-1-1-1,11492596519.250206
002222-2-3,[0- 0- 2- 2- 2- 2- 2- 3],1-0-0-1-1-2-1-1-1-1,11492596519.250206
002222-3-3,[0- 0- 2- 2- 2- 2- 3- 3],1-0-0-1-1-2-1-1-1-1,11492596519.250206
330333-0-2,[3- 3- 0- 3- 3- 3- 0- 2],2-1-1-0-1-1-1-1-0-1,11431620723.22066
030333-1-2,[0- 3- 0- 3- 3- 3- 1- 2],2-0-1-0-1-1-1-1-1-1,11426098382.132475
030333-2-2,[0- 3- 0- 3- 3- 3- 2- 2],2-0-1-0-1-1-1-1-1-1,11426098382.132475
030333-3-2,[0- 3- 0- 3- 3- 3- 3- 2],2-0-1-0-1-1-1-1-1-1,11426098382.132475
022220-1-1,[0- 2- 2- 2- 2- 0- 1- 1],1-0-1-1-1-0-1-0-1-1,11422534684.940193
022220-2-1,[0- 2- 2- 2- 2- 0- 2- 1],1-0-1-1-1-0-1-0-1-1,11422534684.940193
022220-3-1,[0- 2- 2- 2- 2- 0- 3- 1],1-0-1-1-1-0-1-0-1-1,11422534684.940193
333330-0-2,[3- 3- 3- 3- 3- 0- 0- 2],2-1-1-1-1-1-1-0-0-1,11415378621.88913
303333-0-1,[3- 0- 3- 3- 3- 3- 0- 1],2-1-0-1-1-0-1-1-0-1,11415355092.837627
022222-0-1,[0- 2- 2- 2- 2- 2- 0- 1],1-0-1-1-1-0-1-1-0-1,11411541347.31837
111111-0-2,[1- 1- 1- 1- 1- 1- 0- 2],0-1-1-1-1-1-1-1-0-1,11411031679.05841
220222-0-3,[2- 2- 0- 2- 2- 2- 0- 3],1-1-1-0-1-2-1-1-0-1,11406195936.793537
022222-2-0,[0- 2- 2- 2- 2- 2- 2- 0],1-0-1-1-1-1-1-1-1-0,11396802148.521477
220202-1-2,[2- 2- 0- 2- 0- 2- 1- 2],1-1-1-0-1-1-0-1-1-1,11385155145.38682
220202-2-2,[2- 2- 0- 2- 0- 2- 2- 2],1-1-1-0-1-1-0-1-1-1,11385155145.38682
220202-3-2,[2- 2- 0- 2- 0- 2- 3- 2],1-1-1-0-1-1-0-1-1-1,11385155145.38682
300333-1-1,[3- 0- 0- 3- 3- 3- 1- 1],2-1-0-0-1-0-1-1-1-1,11385048955.325068
300333-2-1,[3- 0- 0- 3- 3- 3- 2- 1],2-1-0-0-1-0-1-1-1-1,11385048955.325068
300333-3-1,[3- 0- 0- 3- 3- 3- 3- 1],2-1-0-0-1-0-1-1-1-1,11385048955.325068
100111-1-2,[1- 0- 0- 1- 1- 1- 1- 2],0-1-0-0-1-1-1-1-1-1,11380718588.83851
100111-2-2,[1- 0- 0- 1- 1- 1- 2- 2],0-1-0-0-1-1-1-1-1-1,11380718588.83851
100111-3-2,[1- 0- 0- 1- 1- 1- 3- 2],0-1-0-0-1-1-1-1-1-1,11380718588.83851
003333-1-2,[0- 0- 3- 3- 3- 3- 1- 2],2-0-0-1-1-1-1-1-1-1,11377435058.831059
003333-2-2,[0- 0- 3- 3- 3- 3- 2- 2],2-0-0-1-1-1-1-1-1-1,11377435058.831059
003333-3-2,[0- 0- 3- 3- 3- 3- 3- 2],2-0-0-1-1-1-1-1-1-1,11377435058.831059
202222-0-1,[2- 0- 2- 2- 2- 2- 0- 1],1-1-0-1-1-0-1-1-0-1,11373949484.185593
033333-0-1,[0- 3- 3- 3- 3- 3- 0- 1],2-0-1-1-1-0-1-1-0-1,11363038885.941072
202202-1-3,[2- 0- 2- 2- 0- 2- 1- 3],1-1-0-1-1-2-0-1-1-1,11356979344.393951
202202-2-3,[2- 0- 2- 2- 0- 2- 2- 3],1-1-0-1-1-2-0-1-1-1,11356979344.393951
202202-3-3,[2- 0- 2- 2- 0- 2- 3- 3],1-1-0-1-1-2-0-1-1-1,11356979344.393951
220220-1-2,[2- 2- 0- 2- 2- 0- 1- 2],1-1-1-0-1-1-1-0-1-1,11352169808.480886
220220-2-2,[2- 2- 0- 2- 2- 0- 2- 2],1-1-1-0-1-1-1-0-1-1,11352169808.480886
220220-3-2,[2- 2- 0- 2- 2- 0- 3- 2],1-1-1-0-1-1-1-0-1-1,11352169808.480886
303330-1-2,[3- 0- 3- 3- 3- 0- 1- 2],2-1-0-1-1-1-1-0-1-1,11349248398.91816
303330-2-2,[3- 0- 3- 3- 3- 0- 2- 2],2-1-0-1-1-1-1-0-1-1,11349248398.91816
303330-3-2,[3- 0- 3- 3- 3- 0- 3- 2],2-1-0-1-1-1-1-0-1-1,11349248398.91816
202220-1-1,[2- 0- 2- 2- 2- 0- 1- 1],1-1-0-1-1-0-1-0-1-1,11344416245.619377
202220-2-1,[2- 0- 2- 2- 2- 0- 2- 1],1-1-0-1-1-0-1-0-1-1,11344416245.619377
202220-3-1,[2- 0- 2- 2- 2- 0- 3- 1],1-1-0-1-1-0-1-0-1-1,11344416245.619377
033330-1-2,[0- 3- 3- 3- 3- 0- 1- 2],2-0-1-1-1-1-1-0-1-1,11330422291.801762
033330-2-2,[0- 3- 3- 3- 3- 0- 2- 2],2-0-1-1-1-1-1-0-1-1,11330422291.801762
033330-3-2,[0- 3- 3- 3- 3- 0- 3- 2],2-0-1-1-1-1-1-0-1-1,11330422291.801762
111110-1-2,[1- 1- 1- 1- 1- 0- 1- 2],0-1-1-1-1-1-1-0-1-1,11320258710.870968
111110-2-2,[1- 1- 1- 1- 1- 0- 2- 2],0-1-1-1-1-1-1-0-1-1,11320258710.870968
111110-3-2,[1- 1- 1- 1- 1- 0- 3- 2],0-1-1-1-1-1-1-0-1-1,11320258710.870968
022202-1-2,[0- 2- 2- 2- 0- 2- 1- 2],1-0-1-1-1-1-0-1-1-1,11311411091.735798
022202-2-2,[0- 2- 2- 2- 0- 2- 2- 2],1-0-1-1-1-1-0-1-1-1,11311411091.735798
022202-3-2,[0- 2- 2- 2- 0- 2- 3- 2],1-0-1-1-1-1-0-1-1-1,11311411091.735798
222022-1-3,[2- 2- 2- 0- 2- 2- 1- 3],1-1-1-1-0-2-1-1-1-1,11303835916.94379
222022-2-3,[2- 2- 2- 0- 2- 2- 2- 3],1-1-1-1-0-2-1-1-1-1,11303835916.94379
222022-3-3,[2- 2- 2- 0- 2- 2- 3- 3],1-1-1-1-0-2-1-1-1-1,11303835916.94379
010111-1-2,[0- 1- 0- 1- 1- 1- 1- 2],0-0-1-0-1-1-1-1-1-1,11303361485.931885
010111-2-2,[0- 1- 0- 1- 1- 1- 2- 2],0-0-1-0-1-1-1-1-1-1,11303361485.931885
010111-3-2,[0- 1- 0- 1- 1- 1- 3- 2],0-0-1-0-1-1-1-1-1-1,11303361485.931885
202222-2-0,[2- 0- 2- 2- 2- 2- 2- 0],1-1-0-1-1-1-1-1-1-0,11298604666.452137
111111-0-3,[1- 1- 1- 1- 1- 1- 0- 3],0-1-1-1-1-2-1-1-0-1,11289665517.113533
303330-1-1,[3- 0- 3- 3- 3- 0- 1- 1],2-1-0-1-1-0-1-0-1-1,11286812582.914717
303330-2-1,[3- 0- 3- 3- 3- 0- 2- 1],2-1-0-1-1-0-1-0-1-1,11286812582.914717
303330-3-1,[3- 0- 3- 3- 3- 0- 3- 1],2-1-0-1-1-0-1-0-1-1,11286812582.914717
111011-1-2,[1- 1- 1- 0- 1- 1- 1- 2],0-1-1-1-0-1-1-1-1-1,11281945178.096804
111011-2-2,[1- 1- 1- 0- 1- 1- 2- 2],0-1-1-1-0-1-1-1-1-1,11281945178.096804
111011-3-2,[1- 1- 1- 0- 1- 1- 3- 2],0-1-1-1-0-1-1-1-1-1,11281945178.096804
220202-1-3,[2- 2- 0- 2- 0- 2- 1- 3],1-1-1-0-1-2-0-1-1-1,11278842584.329918
220202-2-3,[2- 2- 0- 2- 0- 2- 2- 3],1-1-1-0-1-2-0-1-1-1,11278842584.329918
220202-3-3,[2- 2- 0- 2- 0- 2- 3- 3],1-1-1-0-1-2-0-1-1-1,11278842584.329918
222220-0-2,[2- 2- 2- 2- 2- 0- 0- 2],1-1-1-1-1-1-1-0-0-1,11270555005.013351
303303-1-2,[3- 0- 3- 3- 0- 3- 1- 2],2-1-0-1-1-1-0-1-1-1,11262725088.303381
303303-2-2,[3- 0- 3- 3- 0- 3- 2- 2],2-1-0-1-1-1-0-1-1-1,11262725088.303381
303303-3-2,[3- 0- 3- 3- 0- 3- 3- 2],2-1-0-1-1-1-0-1-1-1,11262725088.303381
333330-0-1,[3- 3- 3- 3- 3- 0- 0- 1],2-1-1-1-1-0-1-0-0-1,11256119813.815395
033330-1-1,[0- 3- 3- 3- 3- 0- 1- 1],2-0-1-1-1-0-1-0-1-1,11251785509.714626
033330-2-1,[0- 3- 3- 3- 3- 0- 2- 1],2-0-1-1-1-0-1-0-1-1,11251785509.714626
033330-3-1,[0- 3- 3- 3- 3- 0- 3- 1],2-0-1-1-1-0-1-0-1-1,11251785509.714626
202022-1-2,[2- 0- 2- 0- 2- 2- 1- 2],1-1-0-1-0-1-1-1-1-1,11248677001.354893
202022-2-2,[2- 0- 2- 0- 2- 2- 2- 2],1-1-0-1-0-1-1-1-1-1,11248677001.354893
202022-3-2,[2- 0- 2- 0- 2- 2- 3- 2],1-1-0-1-0-1-1-1-1-1,11248677001.354893
033333-0-3,[0- 3- 3- 3- 3- 3- 0- 3],2-0-1-1-1-2-1-1-0-1,11242402931.882
303333-0-3,[3- 0- 3- 3- 3- 3- 0- 3],2-1-0-1-1-2-1-1-0-1,11241684101.50472
300333-1-3,[3- 0- 0- 3- 3- 3- 1- 3],2-1-0-0-1-2-1-1-1-1,11222084372.4832
300333-2-3,[3- 0- 0- 3- 3- 3- 2- 3],2-1-0-0-1-2-1-1-1-1,11222084372.4832
300333-3-3,[3- 0- 0- 3- 3- 3- 3- 3],2-1-0-0-1-2-1-1-1-1,11222084372.4832
111101-1-2,[1- 1- 1- 1- 0- 1- 1- 2],0-1-1-1-1-1-0-1-1-1,11217541065.881668
111101-2-2,[1- 1- 1- 1- 0- 1- 2- 2],0-1-1-1-1-1-0-1-1-1,11217541065.881668
111101-3-2,[1- 1- 1- 1- 0- 1- 3- 2],0-1-1-1-1-1-0-1-1-1,11217541065.881668
022202-1-3,[0- 2- 2- 2- 0- 2- 1- 3],1-0-1-1-1-2-0-1-1-1,11176658047.62596
022202-2-3,[0- 2- 2- 2- 0- 2- 2- 3],1-0-1-1-1-2-0-1-1-1,11176658047.62596
022202-3-3,[0- 2- 2- 2- 0- 2- 3- 3],1-0-1-1-1-2-0-1-1-1,11176658047.62596
003333-1-1,[0- 0- 3- 3- 3- 3- 1- 1],2-0-0-1-1-0-1-1-1-1,11176547708.45074
003333-2-1,[0- 0- 3- 3- 3- 3- 2- 1],2-0-0-1-1-0-1-1-1-1,11176547708.45074
003333-3-1,[0- 0- 3- 3- 3- 3- 3- 1],2-0-0-1-1-0-1-1-1-1,11176547708.45074
111101-1-3,[1- 1- 1- 1- 0- 1- 1- 3],0-1-1-1-1-2-0-1-1-1,11171578608.75645
111101-2-3,[1- 1- 1- 1- 0- 1- 2- 3],0-1-1-1-1-2-0-1-1-1,11171578608.75645
111101-3-3,[1- 1- 1- 1- 0- 1- 3- 3],0-1-1-1-1-2-0-1-1-1,11171578608.75645
220222-2-0,[2- 2- 0- 2- 2- 2- 2- 0],1-1-1-0-1-1-1-1-1-0,11156169573.58763
220022-1-2,[2- 2- 0- 0- 2- 2- 1- 2],1-1-1-0-0-1-1-1-1-1,11144541233.768883
220022-2-2,[2- 2- 0- 0- 2- 2- 2- 2],1-1-1-0-0-1-1-1-1-1,11144541233.768883
220022-3-2,[2- 2- 0- 0- 2- 2- 3- 2],1-1-1-0-0-1-1-1-1-1,11144541233.768883
022220-1-3,[0- 2- 2- 2- 2- 0- 1- 3],1-0-1-1-1-2-1-0-1-1,11142859602.277195
022220-2-3,[0- 2- 2- 2- 2- 0- 2- 3],1-0-1-1-1-2-1-0-1-1,11142859602.277195
022220-3-3,[0- 2- 2- 2- 2- 0- 3- 3],1-0-1-1-1-2-1-0-1-1,11142859602.277195
100111-1-3,[1- 0- 0- 1- 1- 1- 1- 3],0-1-0-0-1-2-1-1-1-1,11140451216.378948
100111-2-3,[1- 0- 0- 1- 1- 1- 2- 3],0-1-0-0-1-2-1-1-1-1,11140451216.378948
100111-3-3,[1- 0- 0- 1- 1- 1- 3- 3],0-1-0-0-1-2-1-1-1-1,11140451216.378948
030333-1-1,[0- 3- 0- 3- 3- 3- 1- 1],2-0-1-0-1-0-1-1-1-1,11136086028.431166
030333-2-1,[0- 3- 0- 3- 3- 3- 2- 1],2-0-1-0-1-0-1-1-1-1,11136086028.431166
030333-3-1,[0- 3- 0- 3- 3- 3- 3- 1],2-0-1-0-1-0-1-1-1-1,11136086028.431166
022222-3-0,[0- 2- 2- 2- 2- 2- 3- 0],1-0-1-1-1-2-1-1-1-0,11132688196.909582
220222-0-1,[2- 2- 0- 2- 2- 2- 0- 1],1-1-1-0-1-0-1-1-0-1,11132159874.720463
333303-0-2,[3- 3- 3- 3- 0- 3- 0- 2],2-1-1-1-1-1-0-1-0-1,11127338554.446966
001111-1-2,[0- 0- 1- 1- 1- 1- 1- 2],0-0-0-1-1-1-1-1-1-1,11126756410.990211
001111-2-2,[0- 0- 1- 1- 1- 1- 2- 2],0-0-0-1-1-1-1-1-1-1,11126756410.990211
001111-3-2,[0- 0- 1- 1- 1- 1- 3- 2],0-0-0-1-1-1-1-1-1-1,11126756410.990211
303333-2-0,[3- 0- 3- 3- 3- 3- 2- 0],2-1-0-1-1-1-1-1-1-0,11114771058.750517
111111-2-0,[1- 1- 1- 1- 1- 1- 2- 0],0-1-1-1-1-1-1-1-1-0,11111915611.770027
333033-1-2,[3- 3- 3- 0- 3- 3- 1- 2],2-1-1-1-0-1-1-1-1-1,11110956138.291338
333033-2-2,[3- 3- 3- 0- 3- 3- 2- 2],2-1-1-1-0-1-1-1-1-1,11110956138.291338
333033-3-2,[3- 3- 3- 0- 3- 3- 3- 2],2-1-1-1-0-1-1-1-1-1,11110956138.291338
330333-0-3,[3- 3- 0- 3- 3- 3- 0- 3],2-1-1-0-1-2-1-1-0-1,11095487113.097834
033333-2-0,[0- 3- 3- 3- 3- 3- 2- 0],2-0-1-1-1-1-1-1-1-0,11092027827.705177
222202-0-2,[2- 2- 2- 2- 0- 2- 0- 2],1-1-1-1-1-1-0-1-0-1,11085706388.86201
010111-1-3,[0- 1- 0- 1- 1- 1- 1- 3],0-0-1-0-1-2-1-1-1-1,11084744017.232279
010111-2-3,[0- 1- 0- 1- 1- 1- 2- 3],0-0-1-0-1-2-1-1-1-1,11084744017.232279
010111-3-3,[0- 1- 0- 1- 1- 1- 3- 3],0-0-1-0-1-2-1-1-1-1,11084744017.232279
330333-0-1,[3- 3- 0- 3- 3- 3- 0- 1],2-1-1-0-1-0-1-1-0-1,11082588006.62946
220220-1-1,[2- 2- 0- 2- 2- 0- 1- 1],1-1-1-0-1-0-1-0-1-1,11079659678.045448
220220-2-1,[2- 2- 0- 2- 2- 0- 2- 1],1-1-1-0-1-0-1-0-1-1,11079659678.045448
220220-3-1,[2- 2- 0- 2- 2- 0- 3- 1],1-1-1-0-1-0-1-0-1-1,11079659678.045448
222202-0-3,[2- 2- 2- 2- 0- 2- 0- 3],1-1-1-1-1-2-0-1-0-1,11075970753.52715
202022-1-1,[2- 0- 2- 0- 2- 2- 1- 1],1-1-0-1-0-0-1-1-1-1,11075066864.579609
202022-2-1,[2- 0- 2- 0- 2- 2- 2- 1],1-1-0-1-0-0-1-1-1-1,11075066864.579609
202022-3-1,[2- 0- 2- 0- 2- 2- 3- 1],1-1-0-1-0-0-1-1-1-1,11075066864.579609
222222-0-0,[2- 2- 2- 2- 2- 2- 0- 0],1-1-1-1-1-1-1-1-0-0,11073138944.210335
330330-1-2,[3- 3- 0- 3- 3- 0- 1- 2],2-1-1-0-1-1-1-0-1-1,11068130842.022295
330330-2-2,[3- 3- 0- 3- 3- 0- 2- 2],2-1-1-0-1-1-1-0-1-1,11068130842.022295
330330-3-2,[3- 3- 0- 3- 3- 0- 3- 2],2-1-1-0-1-1-1-0-1-1,11068130842.022295
022222-1-0,[0- 2- 2- 2- 2- 2- 1- 0],1-0-1-1-1-0-1-1-1-0,11061053147.366331
202202-1-1,[2- 0- 2- 2- 0- 2- 1- 1],1-1-0-1-1-0-0-1-1-1,11049674854.371082
202202-2-1,[2- 0- 2- 2- 0- 2- 2- 1],1-1-0-1-1-0-0-1-1-1,11049674854.371082
202202-3-1,[2- 0- 2- 2- 0- 2- 3- 1],1-1-0-1-1-0-0-1-1-1,11049674854.371082
202220-1-3,[2- 0- 2- 2- 2- 0- 1- 3],1-1-0-1-1-2-1-0-1-1,11049521302.04677
202220-2-3,[2- 0- 2- 2- 2- 0- 2- 3],1-1-0-1-1-2-1-0-1-1,11049521302.04677
202220-3-3,[2- 0- 2- 2- 2- 0- 3- 3],1-1-0-1-1-2-1-0-1-1,11049521302.04677
030333-1-3,[0- 3- 0- 3- 3- 3- 1- 3],2-0-1-0-1-2-1-1-1-1,11048826047.36607
030333-2-3,[0- 3- 0- 3- 3- 3- 2- 3],2-0-1-0-1-2-1-1-1-1,11048826047.36607
030333-3-3,[0- 3- 0- 3- 3- 3- 3- 3],2-0-1-0-1-2-1-1-1-1,11048826047.36607
022022-1-2,[0- 2- 2- 0- 2- 2- 1- 2],1-0-1-1-0-1-1-1-1-1,11026214484.39423
022022-2-2,[0- 2- 2- 0- 2- 2- 2- 2],1-0-1-1-0-1-1-1-1-1,11026214484.39423
022022-3-2,[0- 2- 2- 0- 2- 2- 3- 2],1-0-1-1-0-1-1-1-1-1,11026214484.39423
330303-1-2,[3- 3- 0- 3- 0- 3- 1- 2],2-1-1-0-1-1-0-1-1-1,11023560791.423317
330303-2-2,[3- 3- 0- 3- 0- 3- 2- 2],2-1-1-0-1-1-0-1-1-1,11023560791.423317
330303-3-2,[3- 3- 0- 3- 0- 3- 3- 2],2-1-1-0-1-1-0-1-1-1,11023560791.423317
000222-1-2,[0- 0- 0- 2- 2- 2- 1- 2],1-0-0-0-1-1-1-1-1-1,11021408569.439314
000222-2-2,[0- 0- 0- 2- 2- 2- 2- 2],1-0-0-0-1-1-1-1-1-1,11021408569.439314
000222-3-2,[0- 0- 0- 2- 2- 2- 3- 2],1-0-0-0-1-1-1-1-1-1,11021408569.439314
202222-3-0,[2- 0- 2- 2- 2- 2- 3- 0],1-1-0-1-1-2-1-1-1-0,11012456832.714767
333033-1-1,[3- 3- 3- 0- 3- 3- 1- 1],2-1-1-1-0-0-1-1-1-1,11003155993.900661
333033-2-1,[3- 3- 3- 0- 3- 3- 2- 1],2-1-1-1-0-0-1-1-1-1,11003155993.900661
333033-3-1,[3- 3- 3- 0- 3- 3- 3- 1],2-1-1-1-0-0-1-1-1-1,11003155993.900661
111110-1-1,[1- 1- 1- 1- 1- 0- 1- 1],0-1-1-1-1-0-1-0-1-1,10997437465.048359
111110-2-1,[1- 1- 1- 1- 1- 0- 2- 1],0-1-1-1-1-0-1-0-1-1,10997437465.048359
111110-3-1,[1- 1- 1- 1- 1- 0- 3- 1],0-1-1-1-1-0-1-0-1-1,10997437465.048359
111110-1-3,[1- 1- 1- 1- 1- 0- 1- 3],0-1-1-1-1-2-1-0-1-1,10991169436.441284
111110-2-3,[1- 1- 1- 1- 1- 0- 2- 3],0-1-1-1-1-2-1-0-1-1,10991169436.441284
111110-3-3,[1- 1- 1- 1- 1- 0- 3- 3],0-1-1-1-1-2-1-0-1-1,10991169436.441284
202222-1-0,[2- 0- 2- 2- 2- 2- 1- 0],1-1-0-1-1-0-1-1-1-0,10986434060.27115
100111-1-1,[1- 0- 0- 1- 1- 1- 1- 1],0-1-0-0-1-0-1-1-1-1,10980793311.620049
100111-2-1,[1- 0- 0- 1- 1- 1- 2- 1],0-1-0-0-1-0-1-1-1-1,10980793311.620049
100111-3-1,[1- 0- 0- 1- 1- 1- 3- 1],0-1-0-0-1-0-1-1-1-1,10980793311.620049
111011-1-1,[1- 1- 1- 0- 1- 1- 1- 1],0-1-1-1-0-0-1-1-1-1,10976376044.094973
111011-2-1,[1- 1- 1- 0- 1- 1- 2- 1],0-1-1-1-0-0-1-1-1-1,10976376044.094973
111011-3-1,[1- 1- 1- 0- 1- 1- 3- 1],0-1-1-1-0-0-1-1-1-1,10976376044.094973
220220-1-3,[2- 2- 0- 2- 2- 0- 1- 3],1-1-1-0-1-2-1-0-1-1,10972723766.98402
220220-2-3,[2- 2- 0- 2- 2- 0- 2- 3],1-1-1-0-1-2-1-0-1-1,10972723766.98402
220220-3-3,[2- 2- 0- 2- 2- 0- 3- 3],1-1-1-0-1-2-1-0-1-1,10972723766.98402
222220-0-1,[2- 2- 2- 2- 2- 0- 0- 1],1-1-1-1-1-0-1-0-0-1,10966947804.585827
220222-3-0,[2- 2- 0- 2- 2- 2- 3- 0],1-1-1-0-1-2-1-1-1-0,10961477227.512262
111011-1-3,[1- 1- 1- 0- 1- 1- 1- 3],0-1-1-1-0-2-1-1-1-1,10955174564.461866
111011-2-3,[1- 1- 1- 0- 1- 1- 2- 3],0-1-1-1-0-2-1-1-1-1,10955174564.461866
111011-3-3,[1- 1- 1- 0- 1- 1- 3- 3],0-1-1-1-0-2-1-1-1-1,10955174564.461866
111111-3-0,[1- 1- 1- 1- 1- 1- 3- 0],0-1-1-1-1-2-1-1-1-0,10947192372.680162
303303-1-3,[3- 0- 3- 3- 0- 3- 1- 3],2-1-0-1-1-2-0-1-1-1,10939565743.152353
303303-2-3,[3- 0- 3- 3- 0- 3- 2- 3],2-1-0-1-1-2-0-1-1-1,10939565743.152353
303303-3-3,[3- 0- 3- 3- 0- 3- 3- 3],2-1-0-1-1-2-0-1-1-1,10939565743.152353
033303-1-2,[0- 3- 3- 3- 0- 3- 1- 2],2-0-1-1-1-1-0-1-1-1,10937893085.404272
033303-2-2,[0- 3- 3- 3- 0- 3- 2- 2],2-0-1-1-1-1-0-1-1-1,10937893085.404272
033303-3-2,[0- 3- 3- 3- 0- 3- 3- 2],2-0-1-1-1-1-0-1-1-1,10937893085.404272
333303-0-3,[3- 3- 3- 3- 0- 3- 0- 3],2-1-1-1-1-2-0-1-0-1,10924868905.184269
222220-0-3,[2- 2- 2- 2- 2- 0- 0- 3],1-1-1-1-1-2-1-0-0-1,10924467855.35612
003333-1-3,[0- 0- 3- 3- 3- 3- 1- 3],2-0-0-1-1-2-1-1-1-1,10922436753.981758
003333-2-3,[0- 0- 3- 3- 3- 3- 2- 3],2-0-0-1-1-2-1-1-1-1,10922436753.981758
003333-3-3,[0- 0- 3- 3- 3- 3- 3- 3],2-0-0-1-1-2-1-1-1-1,10922436753.981758
303333-1-0,[3- 0- 3- 3- 3- 3- 1- 0],2-1-0-1-1-0-1-1-1-0,10914222086.515793
330330-1-1,[3- 3- 0- 3- 3- 0- 1- 1],2-1-1-0-1-0-1-0-1-1,10904571776.948498
330330-2-1,[3- 3- 0- 3- 3- 0- 2- 1],2-1-1-0-1-0-1-0-1-1,10904571776.948498
330330-3-1,[3- 3- 0- 3- 3- 0- 3- 1],2-1-1-0-1-0-1-0-1-1,10904571776.948498
303303-1-1,[3- 0- 3- 3- 0- 3- 1- 1],2-1-0-1-1-0-0-1-1-1,10900017163.648157
303303-2-1,[3- 0- 3- 3- 0- 3- 2- 1],2-1-0-1-1-0-0-1-1-1,10900017163.648157
303303-3-1,[3- 0- 3- 3- 0- 3- 3- 1],2-1-0-1-1-0-0-1-1-1,10900017163.648157
010111-1-1,[0- 1- 0- 1- 1- 1- 1- 1],0-0-1-0-1-0-1-1-1-1,10897308125.585194
010111-2-1,[0- 1- 0- 1- 1- 1- 2- 1],0-0-1-0-1-0-1-1-1-1,10897308125.585194
010111-3-1,[0- 1- 0- 1- 1- 1- 3- 1],0-0-1-0-1-0-1-1-1-1,10897308125.585194
333330-0-3,[3- 3- 3- 3- 3- 0- 0- 3],2-1-1-1-1-2-1-0-0-1,10881396157.91455
111111-0-1,[1- 1- 1- 1- 1- 1- 0- 1],0-1-1-1-1-0-1-1-0-1,10879755950.458963
110011-1-2,[1- 1- 0- 0- 1- 1- 1- 2],0-1-1-0-0-1-1-1-1-1,10877554352.226135
110011-2-2,[1- 1- 0- 0- 1- 1- 2- 2],0-1-1-0-0-1-1-1-1-1,10877554352.226135
110011-3-2,[1- 1- 0- 0- 1- 1- 3- 2],0-1-1-0-0-1-1-1-1-1,10877554352.226135
220022-1-1,[2- 2- 0- 0- 2- 2- 1- 1],1-1-1-0-0-0-1-1-1-1,10875162302.698483
220022-2-1,[2- 2- 0- 0- 2- 2- 2- 1],1-1-1-0-0-0-1-1-1-1,10875162302.698483
